"unlist.names_spec.","unlist.years_spec.","unlist.times_spec.","unlist.av_rates_spec.","unlist.directors_spec.","unlist.countries_spec.","unlist.genres1_spec.","unlist.genres2_spec."
"Wszędzie, byle nie tu","1999","1h 54m","6,7","Wayne Wang","USA","Dramat","Komedia obycz."
"Herkules w Nowym Jorku","1970","1h 32m","4,4","Arthur Allan Seidelman","USA","Fantasy","Komedia"
"Conan Barbarzyńca","1982","2h 9m","6,7","John Milius","USA","Fantasy","Przygodowy"
"Commando","1985","1h 32m","6,7","Mark L. Lester","USA","Akcja","Top 1985 roku #27"
"Czerwona gorączka","1988","1h 46m","6,4","Walter Hill","USA","Sensacyjny","Top 1988 roku #39"
"Bliźniacy","1988","1h 47m","6,2","Ivan Reitman","USA","Komedia","Top 1988 roku #43"
"Gliniarz w przedszkolu","1990","1h 46m","6,0","Ivan Reitman","USA","Komedia kryminalna","Top 1990 roku #48"
"Junior","1994","1h 49m","5,4","Ivan Reitman","USA","Komedia","Sci-Fi"
"Świąteczna gorączka","1996","1h 29m","5,8","Brian Levant","USA","Familijny","Komedia"
"Egzekutor","1996","1h 55m","6,4","Chuck Russell","USA","Akcja","Top 1996 roku #54"
"Cobra","1986","1h 27m","6,9","George P. Cosmatos","USA","Kryminał","Sensacyjny"
"Rocky","1976","1h 59m","7,7","John G. Avildsen","USA","Dramat","Sportowy"
"Nocny jastrząb","1981","1h 39m","6,5","Bruce Malmuth","USA","Kryminał","Akcja"
"Rocky 3","1982","1h 39m","7,2","Sylvester Stallone","USA","Dramat","Sportowy"
"Rambo: Pierwsza krew","1982","1h 33m","7,4","Ted Kotcheff","USA","Dramat","Akcja"
"Rocky 4","1985","1h 31m","7,3","Sylvester Stallone","USA","Dramat","Sportowy"
"Rambo II","1985","1h 36m","7,0","George P. Cosmatos","USA","Akcja","Top 1985 roku #15"
"Osadzony","1989","1h 49m","7,2","John Flynn","USA","Dramat","Kryminał"
"Rocky 5","1990","1h 44m","6,6","John G. Avildsen","USA","Dramat","Sportowy"
"Oskar","1991","1h 49m","7,0","John Landis","USA","Komedia kryminalna","Top 1991 roku #31"
"Stój, bo mamuśka strzela","1992","1h 27m","6,0","Roger Spottiswoode","USA","Komedia","Akcja"
"Na krawędzi","1993","1h 52m","6,8","Renny Harlin","USA","Przygodowy","Thriller"
"Zabójcy","1995","2h 7m","7,0","Richard Donner","Francja","Akcja","Top 1995 roku #45"
"Tunel","1996","1h 55m","6,5","Rob Cohen","USA","Thriller","Katastroficzny"
"Mali Agenci 3D: Trójwymiarowy odjazd","2003","1h 24m","4,9","Robert Rodriguez","USA","Familijny","Przygodowy"
"Taxi 3","2003","1h 24m","6,7","Gérard Krawczyk","Francja","Komedia","Akcja"
"Pokerzyści","2003","1h 41m","6,5","Damian Nieman","USA","Dramat","Kryminał"
"Królowie ulicy","2008","1h 49m","7,1","David Ayer","USA","Sensacyjny","Top 2008 roku #49"
"Angielska robota","2008","1h 50m","7,5","Roger Donaldson","Wielka Brytania","Kryminał","Sensacyjny"
"Transporter","2002","1h 32m","7,3","Corey Yuen","Francja","Akcja","Top 2002 roku #21"
"Komórka","2004","1h 34m","6,8","David R. Ellis","USA","Sensacyjny","Top 2004 roku #77"
"Teoria chaosu","2005","1h 38m","7,3","Tony Giglio","USA","Kryminał","Sensacyjny"
"Transporter 2","2005","1h 27m","7,1","Louis Leterrier","Francja","Akcja","Top 2005 roku #39"
"Adrenalina 2. Pod napięciem","2009","1h 36m","6,2","Mark Neveldine","USA","Akcja",NA
"Różowa Pantera","2006","1h 33m","6,2","Shawn Levy","USA","Komedia kryminalna",NA
"Obłędny rycerz","2001","2h 12m","6,9","Brian Helgeland","USA","Komedia","Przygodowy"
"Sahara","2005","2h 4m","6,2","Breck Eisner","USA","Przygodowy",NA
"Sędzia Dredd","1995","1h 36m","6,2","Danny Cannon","USA","Sci-Fi","Sensacyjny"
"Wehikuł czasu","2002","1h 36m","6,8","Simon Wells","USA","Przygodowy","Sci-Fi"
"Godzilla","1998","2h 20m","6,0","Roland Emmerich","USA","Akcja","Sci-Fi"
"Mali agenci","2001","1h 28m","5,4","Robert Rodriguez","USA","Familijny","Przygodowy"
"RoboCop 3","1993","1h 44m","5,4","Fred Dekker","USA","Sensacyjny","Sci-Fi"
"RoboCop 2","1990","1h 57m","6,4","Irvin Kershner","USA","Sensacyjny","Sci-Fi"
"Kosmiczne jaja","1987","1h 36m","6,5","Mel Brooks","USA","Komedia","Sci-Fi"
"Fantastyczna Czwórka","2005","1h 46m","6,1","Tim Story","USA","Przygodowy","Sci-Fi"
"RoboCop","1987","1h 42m","6,9","Paul Verhoeven","USA","Sensacyjny","Sci-Fi"
"Pitch Black","2000","1h 50m","7,3","David Twohy","USA","Akcja","Sci-Fi"
"Obcy kontra Predator","2004","1h 41m","6,0","Paul W.S. Anderson","USA","Akcja","Sci-Fi"
"Zapłata","2003","1h 59m","6,6","John Woo","USA","Akcja","Sci-Fi"
"Kroniki Riddicka","2004","1h 59m","7,3","David Twohy","USA","Akcja","Sci-Fi"
"Star Trek","2009","2h 6m","6,9","J.J. Abrams","USA","Akcja","Sci-Fi"
"E.T.","1982","1h 55m","7,1","Steven Spielberg","USA","Familijny","Przygodowy"
"Predator 2","1990","1h 48m","6,4","Stephen Hopkins","USA","Akcja","Sci-Fi"
"Predator","1987","1h 47m","7,4","John McTiernan","USA","Akcja","Sci-Fi"
"Faceci w czerni","1997","1h 38m","7,1","Barry Sonnenfeld","USA","Komedia","Sci-Fi"
"Dzień Niepodległości","1996","2h 25m","7,2","Roland Emmerich","USA","Akcja","Sci-Fi"
"Ja, robot","2004","1h 55m","7,2","Alex Proyas","USA","Thriller","Sci-Fi"
"Znaki","2002","1h 46m","6,3","M. Night Shyamalan","USA","Thriller","Sci-Fi"
"Jumanji","1995","1h 44m","6,9","Joe Johnston","USA","Fantasy","Przygodowy"
"Mój brat niedźwiedź","2003","1h 25m","7,5","Aaron Blaise","USA","Animacja","Familijny"
"Asterix: Gall","1967","1h 8m","7,3","Ray Goossens","Belgia","Animacja","Familijny"
"Wielka bitwa Asteriksa","1989","1h 21m","7,2","Philippe Grimond","Francja","Animacja","Familijny"
"Asterix kontra Cezar","1985","1h 19m","7,3","Paul Brizzi","Francja","Animacja","Familijny"
"Wpuszczony w kanał","2006","1h 24m","6,3","David Bowers","Wielka Brytania","Animacja","Familijny"
"Film o pszczołach","2007","1h 30m","6,4","Steve Hickner","USA","Animacja","Komedia"
"Król Lew II: Czas Simby","1998","1h 18m","7,5","Darrell Rooney","USA","Animacja","Familijny"
"Garfield","2004","1h 20m","6,4","Peter Hewitt","USA","Familijny","Komedia"
"Czerwony Kapturek - Prawdziwa historia","2005","1h 20m","6,3","Cory Edwards","USA","Animacja","Familijny"
"Skok przez płot","2006","1h 23m","6,7","Tim Johnson","USA","Animacja","Familijny"
"Potwory i spółka","2001","1h 32m","7,5","Pete Docter","USA","Animacja","Familijny"
"9","2009","1h 19m","7,4","Shane Acker","USA","Animacja","Przygodowy"
"Epoka lodowcowa 2: Odwilż","2006","1h 31m","7,2","Carlos Saldanha","USA","Animacja","Komedia"
"Gnijąca panna młoda","2005","1h 16m","7,5","Tim Burton","Wielka Brytania","Animacja","Czarna komedia"
"Auta","2006","1h 57m","7,1","John Lasseter","USA","Animacja","Komedia"
"The Grudge - Klątwa","2004","1h 32m","6,3","Takashi Shimizu","USA","Horror",NA
"Płytki grób","1994","1h 33m","7,0","Danny Boyle","Wielka Brytania","Czarna komedia","Top 1994 roku #40"
"Randka w ciemno","2010","1h 35m","4,9","Wojciech Wójcik","Polska","Komedia rom.",NA
"Sky High","2005","1h 40m","6,0","Mike Mitchell","USA","Familijny","Fantasy"
"Królestwo niebieskie","2005","2h 25m","7,2","Ridley Scott","USA","Dramat historyczny","Top 2005 roku #31"
"Pamięć absolutna","1990","1h 53m","7,2","Paul Verhoeven","USA","Thriller","Akcja"
"Niekończąca się opowieść","1984","1h 42m","7,3","Wolfgang Petersen","USA","Familijny","Przygodowy"
"Epidemia","1995","2h 3m","6,6","Wolfgang Petersen","USA","Dramat","Thriller"
"Air Force One","1997","2h 4m","6,4","Wolfgang Petersen","USA","Sensacyjny","Top 1997 roku #73"
"Wydział zabójstw, Hollywood","2003","1h 56m","5,9","Ron Shelton","USA","Komedia kryminalna",NA
"Firewall","2006","1h 45m","6,5","Richard Loncraine","USA","Dramat","Kryminał"
"Za wszelką cenę","2004","2h 12m","7,8","Clint Eastwood","USA","Dramat","Filmweb poleca"
"Diabeł ubiera się u Prady","2006","1h 49m","6,9","David Frankel","USA","Dramat","Komedia"
"Święci z Bostonu","1999","1h 50m","7,8","Troy Duffy","Kanada","Sensacyjny","Najlepsze filmy #162"
"Brzdąc","1921","1h 8m","8,1","Charlie Chaplin","USA","Dramat","Komedia"
"Cześć, mamo!","1970","1h 27m","6,2","Brian De Palma","USA","Satyra","Czarna komedia"
"The Ring","2002","1h 55m","6,9","Gore Verbinski","USA","Horror","Top 2002 roku #48"
"Szkoła wyrzutków","1991","1h 52m","7,1","Daniel Petrie Jr.","USA","Dramat","Akcja"
"Pozdrowienia z Paryża","2010","1h 32m","6,8","Pierre Morel","Francja","Akcja","Top 2010 roku #84"
"Wieczny student","2002","1h 32m","6,6","Walt Becker","USA","Komedia","Top 2002 roku #73"
"Blade: Mroczna Trójca","2004","1h 53m","6,5","David S. Goyer","USA","Horror","Akcja"
"Zombieland","2009","1h 28m","6,8","Ruben Fleischer","USA","Horror","Komedia"
"Przeklęta","2005","1h 39m","4,8","Wes Craven","USA","Horror","Komedia"
"Alpha Dog","2006","2h 2m","7,1","Nick Cassavetes","USA","Dramat","Kryminał"
"Pociąg śmierci do Denver","1999","2h 2m","6,2","Dick Lowry","USA","Thriller","Akcja"
"Kickboxer","1989","1h 45m","7,2","David Worth","USA","Sztuki walki","Top 1989 roku #22"
"Krwawy sport","1988","1h 32m","7,2","Newt Arnold","USA","Sztuki walki","Top 1988 roku #18"
"Rozpustnik","2004","1h 54m","6,9","Laurence Dunmore","Wielka Brytania","Dramat historyczny","Top 2004 roku #78"
"Matrix","1999","2h 16m","7,6","Lilly Wachowski","USA","Akcja","Sci-Fi"
"Miasteczko Salem","2004","2h 54m","6,2","Mikael Salomon","USA","Horror",NA
"Słaby punkt","2007","1h 52m","7,6","Gregory Hoblit","USA","Thriller","Dramat sądowy"
"Harry Brown","2009","1h 43m","7,1","Daniel Barber","Wielka Brytania","Dramat","Kryminał"
"Wzgórze nadziei","2003","2h 28m","7,5","Anthony Minghella","USA","Melodramat","Top 2003 roku #20"
"Utalentowany pan Ripley","1999","2h 19m","7,4","Anthony Minghella","USA","Dramat","Kryminał"
"Pojedynek","2007","1h 26m","7,2","Kenneth Branagh","USA","Dramat","Kryminał"
"Psy","1992","1h 44m","7,7","Władysław Pasikowski","Polska","Sensacyjny","Najlepsze filmy #224"
"Rock'N'Rolla","2008","1h 54m","7,3","Guy Ritchie","Wielka Brytania","Kryminał","Top 2008 roku #20"
"Lara Croft Tomb Raider: Kolebka życia","2003","1h 57m","6,4","Jan De Bont","Niemcy","Przygodowy",NA
"Shrek Forever","2010","1h 33m","6,6","Mike Mitchell","USA","Animacja","Familijny"
"Wyścig szczurów","2001","1h 52m","6,6","Jerry Zucker","Kanada","Komedia","Przygodowy"
"Prawdziwe kłamstwa","1994","2h 24m","7,1","James Cameron","USA","Komedia","Sensacyjny"
"Hazardziści","1998","2h","7,4","John Dahl","USA","Dramat","Kryminał"
"Skazani na siebie","2003","1h 58m","6,0","Peter Farrelly","USA","Dramat","Komedia"
"EuroTrip","2004","1h 30m","6,9","Alec Berg","USA","Komedia","Przygodowy"
"Dziewczyna z Jersey","2004","1h 42m","6,5","Kevin Smith","USA","Dramat","Komedia"
"Syriana","2005","2h 6m","6,7","Stephen Gaghan","USA","Dramat","Thriller"
"Stara miłość nie rdzewieje","2006","1h 33m","5,7","Jesse Peretz","USA","Komedia rom.",NA
"Legenda telewizji","2004","1h 34m","5,9","Adam McKay","USA","Komedia",NA
"Jedenasta czternaście","2003","1h 25m","7,1","Greg Marcks","Kanada","Czarna komedia","Top 2003 roku #67"
"Pada Shrek","2007","21m","6,5","Gary Trousdale","USA","Animacja","Familijny"
"Shrek 2","2004","1h 32m","7,4","Andrew Adamson","USA","Animacja","Familijny"
"Shrek Trzeci","2007","1h 33m","6,7","Chris Miller","USA","Animacja","Familijny"
"Zakochany kundel II: Przygody Chapsa","2001","1h 9m","7,1","Darrell Rooney","Australia","Animacja","Familijny"
"Rybki z ferajny","2004","1h 30m","6,6","Bibo Bergeron","USA","Animacja","Familijny"
"Kurczak Mały","2005","1h 17m","6,2","Mark Dindal","USA","Animacja","Familijny"
"Epoka lodowcowa 3: Era dinozaurów","2009","1h 34m","7,0","Carlos Saldanha","USA","Animacja","Komedia"
"Nic śmiesznego","1995","1h 35m","7,4","Marek Koterski","Polska","Dramat","Komedia"
"Tato","1995","1h 50m","7,6","Maciej Ślesicki","Polska","Dramat obyczajowy","Najlepsze filmy #439"
"Sara","1997","1h 47m","6,7","Maciej Ślesicki","Polska","Sensacyjny","Romans"
"Szczęśliwego Nowego Jorku","1997","1h 35m","6,3","Janusz Zaorski","Polska","Dramat","Komedia"
"Kiler-ów 2-óch","1999","1h 53m","7,3","Juliusz Machulski","Polska","Komedia","Sensacyjny"
"Kariera Nikosia Dyzmy","2002","1h 43m","6,7","Jacek Bromski","Polska","Komedia","Top 2002 roku #63"
"E=mc²","2002","1h 33m","6,3","Olaf Lubaszenko","Polska","Komedia","Sensacyjny"
"Ja wam pokażę!","2006","1h 53m","4,0","Denis Delić","Polska","Komedia rom.",NA
"Przypadkowy mąż","2008","1h 30m","6,1","Hugh Wilson","USA","Komedia rom.",NA
